Review_ID,User_ID,Book_ID,Rating,Review,Review_Date
190,1004,100190,4,"Engaging characters, well-crafted narrative.",9/17/2024
191,1006,100191,3,"Liked the setting, plot could be stronger.",9/18/2024
192,1008,100192,5,"Absolutely fantastic, couldn't put it down!",9/18/2024
193,1010,100193,4,"Enjoyed the twists, kept me guessing.",9/19/2024
194,1012,100194,3,"Average read, didn't leave a lasting impression.",9/19/2024
195,1014,100195,5,"Incredible book, emotional and captivating.",9/20/2024
196,1016,100196,4,"Well-paced, enjoyed the character development.",9/20/2024
197,1018,100197,3,Expected more depth from the storyline.,9/21/2024
198,1020,100198,5,"A book that stays with you, absolutely loved it!",9/21/2024
199,1022,100199,4,"Interesting plot, kept me engaged.",9/22/2024
200,1024,100200,3,"Okay read, lacked strong character arcs.",9/22/2024
201,1026,100201,5,"Couldn't stop reading, so gripping!",9/23/2024
202,1028,100202,4,"Well-crafted story, intriguing characters.",9/23/2024
203,1030,100203,3,"Decent read, but nothing extraordinary.",9/24/2024
204,1032,100204,5,"Absolutely loved it, highly recommend!",9/24/2024
205,1034,100205,4,"Engaging plot, well-developed characters.",9/25/2024
206,1036,100206,3,Expected more depth from the storyline.,9/25/2024
207,1038,100207,5,"Couldn't put it down, captivating from start to finish!",9/26/2024
208,1040,100208,4,"Interesting storyline, kept me hooked.",9/26/2024
209,1042,100209,3,"Liked the premise, execution was lacking.",9/27/2024
210,1044,100210,5,"Absolutely brilliant, a new favorite!",9/27/2024
211,1046,100211,4,"Well-written, enjoyed the character dynamics.",9/28/2024
212,1048,100212,3,"Average read, didn't leave a strong impression.",9/28/2024
213,1050,100213,5,"Incredible book, couldn't put it down!",9/29/2024
214,1052,100214,4,"Engaging storyline, loved the twists.",9/29/2024
215,1054,100215,3,Expected more depth from the characters.,9/30/2024
216,1056,100216,5,Masterpiece! A book that stays with you.,9/30/2024
217,1058,100217,4,"Kept me guessing, loved the suspense.",10/1/2024
218,1060,100218,3,"Not my favorite, struggled to connect with it.",10/1/2024
219,1062,100219,5,"Couldn't put it down, thrilling from start to finish!",10/2/2024
220,1064,100220,4,"Solid read, enjoyable storyline.",10/2/2024
221,1066,100221,3,"Interesting premise, execution was okay.",10/3/2024
222,1068,100222,5,"Absolutely stunning, loved every moment!",10/3/2024
223,1070,100223,4,"Well-paced, kept me engaged throughout.",10/4/2024
224,1072,100224,3,"Average book, didn't stand out.",10/4/2024
225,1074,100225,5,Incredible! A must-read for all book lovers.,10/5/2024
226,1076,100226,4,"Enjoyed the characters, interesting dynamics.",10/5/2024
227,1078,100227,3,Expected more depth from the storyline.,10/6/2024
228,1080,100228,5,"Amazing book, compelling narrative!",10/6/2024
229,1082,100229,4,"Compelling storyline, well-developed characters.",10/7/2024
230,1084,100230,3,"Interesting read, but pacing was off.",10/7/2024
231,1086,100231,5,"Couldn't put it down, captivating storyline!",10/8/2024
232,1088,100232,4,"Well-written, engaging from start to finish.",10/8/2024
233,1090,100233,3,"Interesting premise, but pacing was off.",10/9/2024
234,1090,100234,5,"Absolutely loved it, one of my favorites!",10/9/2024
235,1092,100235,4,"Enjoyable read, liked the character development.",10/9/2024
236,1094,100236,3,"Average book, didn't live up to expectations.",10/10/2024
237,1096,100237,5,"Captivating story, couldn't stop reading!",10/10/2024
238,1098,100238,4,"Kept me hooked, loved the plot twists.",10/11/2024
239,1004,100239,3,"Good storyline, but the ending was predictable.",10/11/2024
240,1103,100240,5,Outstanding! A must-read for everyone.,10/12/2024
241,1004,100241,4,"Engaging characters, well-crafted narrative.",10/12/2024
242,1006,100242,3,"Liked the setting, plot could be stronger.",10/13/2024
243,1008,100243,5,"Absolutely fantastic, couldn't put it down!",10/13/2024
244,1010,100244,4,"Enjoyed the twists, kept me guessing.",10/14/2024
245,1012,100245,3,"Average read, didn't leave a lasting impression.",10/14/2024
246,1014,100246,5,"Incredible book, emotional and captivating.",10/15/2024
247,1016,100247,4,"Well-paced, enjoyed the character development.",10/15/2024
248,1018,100248,3,Expected more depth from the storyline.,10/16/2024
249,1020,100249,5,"A book that stays with you, absolutely loved it!",10/16/2024
250,1022,100250,4,"Interesting plot, kept me engaged.",10/17/2024
251,1024,100251,3,"Okay read, lacked strong character arcs.",10/17/2024
252,1026,100252,5,"Couldn't stop reading, so gripping!",10/18/2024
253,1028,100253,4,"Well-crafted story, intriguing characters.",10/18/2024
254,1030,100254,3,"Decent read, but nothing extraordinary.",10/19/2024
255,1032,100255,5,"Absolutely loved it, highly recommend!",10/19/2024
256,1034,100256,4,"Engaging plot, well-developed characters.",10/20/2024
257,1036,100257,3,Expected more depth from the storyline.,10/20/2024
258,1038,100258,5,"Couldn't put it down, captivating from start to finish!",10/21/2024
259,1040,100259,4,"Interesting storyline, kept me hooked.",10/21/2024
260,1042,100260,3,"Liked the premise, execution was lacking.",10/22/2024
261,1044,100261,5,"Absolutely brilliant, a new favorite!",10/22/2024
262,1046,100262,4,"Well-written, enjoyed the character dynamics.",10/23/2024
263,1048,100263,3,"Average read, didn't leave a strong impression.",10/23/2024
264,1050,100264,5,"Incredible book, couldn't put it down!",10/24/2024
265,1052,100265,4,"Engaging storyline, loved the twists.",10/24/2024
266,1054,100266,3,Expected more depth from the characters.,10/25/2024
267,1056,100267,5,Masterpiece! A book that stays with you.,10/25/2024
268,1058,100268,4,"Kept me guessing, loved the suspense.",10/26/2024
269,1060,100269,3,"Not my favorite, struggled to connect with it.",10/26/2024
270,1062,100270,5,"Couldn't put it down, thrilling from start to finish!",10/27/2024
271,1064,100271,4,"Solid read, enjoyable storyline.",10/27/2024
272,1066,100272,3,"Interesting premise, execution was okay.",10/28/2024
273,1068,100273,5,"Absolutely stunning, loved every moment!",10/28/2024
274,1070,100274,4,"Well-paced, kept me engaged throughout.",10/29/2024
275,1072,100275,3,"Average book, didn't stand out.",10/29/2024
276,1074,100276,5,Incredible! A must-read for all book lovers.,10/30/2024
277,1076,100277,4,"Enjoyed the characters, interesting dynamics.",10/30/2024
278,1078,100278,3,Expected more depth from the storyline.,10/31/2024
279,1080,100279,5,"Amazing book, compelling narrative!",10/31/2024
280,1082,100280,4,"Compelling storyline, well-developed characters.",11/1/2024
281,1084,100281,3,"Interesting read, but pacing was off.",11/1/2024
282,1086,100282,5,"Couldn't put it down, captivating storyline!",11/2/2024
283,1088,100283,4,"Well-written, engaging from start to finish.",11/2/2024
284,1090,100284,3,"Interesting premise, but pacing was off.",11/3/2024
285,1092,100285,5,"Absolutely loved it, one of my favorites!",11/3/2024
286,1094,100286,4,"Enjoyable read, liked the character development.",11/4/2024
287,1096,100287,3,"Average book, didn't live up to expectations.",11/4/2024
288,1098,100288,5,"Captivating story, couldn't stop reading!",11/5/2024
289,1006,100289,4,"Kept me hooked, loved the plot twists.",11/5/2024
290,1142,100290,3,"Good storyline, but the ending was predictable.",11/6/2024
291,1004,100291,5,Outstanding! A must-read for everyone.,11/6/2024
292,1006,100292,4,"Engaging characters, well-crafted narrative.",11/7/2024
293,1008,100293,3,"Liked the setting, plot could be stronger.",11/7/2024
294,1010,100294,5,"Absolutely fantastic, couldn't put it down!",11/8/2024
295,1012,100295,4,"Enjoyed the twists, kept me guessing.",11/8/2024
296,1014,100296,3,"Average read, didn't leave a lasting impression.",11/9/2024
297,1016,100297,5,"Incredible book, emotional and captivating.",11/9/2024
298,1018,100298,4,"Well-paced, enjoyed the character development.",11/10/2024
299,1020,100299,3,Expected more depth from the storyline.,11/10/2024
300,1022,100100,5,"A book that stays with you, absolutely loved it!",11/11/2024
301,1100,100101,4,"Well-written, engaging storyline.",11/12/2024
302,1102,100102,3,"Interesting characters, slow pacing.",11/12/2024
303,1104,100103,5,"Couldn't put it down, loved every page!",11/13/2024
304,1106,100104,4,"Enjoyable read, recommended for mystery fans.",11/13/2024
305,1108,100105,3,"Average book, didn't meet expectations.",11/14/2024
306,1110,100106,5,"Absolutely captivating, a new favorite!",11/14/2024
307,1112,100107,4,"Compelling storyline, well-developed characters.",11/15/2024
308,1114,100108,3,"Interesting premise, execution fell short.",11/15/2024
309,1116,100109,5,"Kept me guessing, couldn't predict the ending!",11/16/2024
310,1118,100110,4,"Well-paced, enjoyed the twists and turns.",11/16/2024
311,1120,100111,3,Expected more depth from the characters.,11/17/2024
312,1122,100112,5,"Incredible book, emotional and thought-provoking.",11/17/2024
313,1124,100113,4,"Engaging plot, liked the historical references.",11/18/2024
314,1126,100114,3,"Interesting concept, but the execution was lacking.",11/18/2024
315,1128,100115,5,"Couldn't put it down, so suspenseful!",11/19/2024
316,1130,100116,4,"Well-crafted story, loved the character development.",11/19/2024
317,1132,100117,3,"Average read, didn't leave a lasting impression.",11/20/2024
318,1134,100118,5,"Absolutely loved it, highly recommend!",11/20/2024
319,1136,100119,4,"Great storyline, enjoyed the plot twists.",11/21/2024
320,1138,100120,3,"Liked the premise, but the pacing was off.",11/21/2024
321,1140,100121,5,Outstanding! A must-read for everyone.,11/22/2024
322,1142,100122,4,"Interesting characters, well-developed.",11/22/2024
323,1144,100123,3,Expected more depth from the storyline.,11/23/2024
324,1146,100124,5,"Couldn't stop reading, captivating from start to finish!",11/23/2024
325,1135,100125,4,"Engaging plot, kept me guessing.",11/24/2024
326,1141,100126,3,"Okay read, lacked strong character development.",11/24/2024
327,1052,100127,5,"Incredible book, emotional and captivating.",11/25/2024
328,1054,100128,4,"Well-paced, enjoyed the character dynamics.",11/25/2024
329,1056,100129,3,Expected more depth from the storyline.,11/26/2024
330,1058,100130,5,"A book that stays with you, absolutely loved it!",11/26/2024
331,1060,100131,4,"Engaging plot, well-developed characters.",11/27/2024
332,1062,100132,3,"Interesting premise, execution was lacking.",11/27/2024
333,1064,100133,5,"Couldn't put it down, gripping narrative.",11/28/2024
334,1066,100134,4,"Enjoyed the twists, kept me hooked.",11/28/2024
335,1068,100135,3,"Average read, didn't leave a strong impression.",11/29/2024
336,1070,100136,5,"Absolutely brilliant, a new favorite!",11/29/2024
337,1072,100137,4,"Well-written, engaging storyline.",11/30/2024
338,1074,100138,3,"Interesting characters, slow pacing.",11/30/2024
339,1076,100139,5,"Couldn't put it down, loved every page!",12/1/2024
340,1078,100140,4,"Enjoyable read, recommended for mystery fans.",12/1/2024
341,1080,100141,3,"Average book, didn't meet expectations.",12/2/2024
342,1082,100142,5,"Absolutely captivating, a new favorite!",12/2/2024
343,1084,100143,4,"Compelling storyline, well-developed characters.",12/3/2024
344,1086,100144,3,"Interesting premise, execution fell short.",12/3/2024
345,1088,100145,5,"Kept me guessing, couldn't predict the ending!",12/4/2024
346,1090,100146,4,"Well-paced, enjoyed the twists and turns.",12/4/2024
347,1092,100147,3,Expected more depth from the characters.,12/5/2024
348,1094,100148,5,"Incredible book, emotional and thought-provoking.",12/5/2024
349,1096,100149,4,"Engaging plot, liked the historical references.",12/6/2024
350,1098,100150,3,"Interesting concept, but the execution was lacking.",12/6/2024
351,1138,100151,5,"Couldn't put it down, so suspenseful!",12/7/2024
352,1108,100152,4,"Well-crafted story, loved the character development.",12/7/2024
353,1004,100153,3,"Average read, didn't leave a lasting impression.",12/8/2024
354,1006,100154,5,"Absolutely loved it, highly recommend!",12/8/2024
355,1008,100155,4,"Great storyline, enjoyed the plot twists.",12/9/2024
356,1010,100156,3,"Liked the premise, but the pacing was off.",12/9/2024
357,1012,100157,5,Outstanding! A must-read for everyone.,12/10/2024
358,1014,100158,4,"Interesting characters, well-developed.",12/10/2024
359,1016,100159,3,Expected more depth from the storyline.,12/11/2024
360,1018,100160,5,"Couldn't stop reading, captivating from start to finish!",12/11/2024
361,1020,100161,4,"Engaging plot, kept me guessing.",12/12/2024
362,1022,100162,3,"Okay read, lacked strong character development.",12/12/2024
363,1024,100163,5,"Incredible book, emotional and captivating.",12/13/2024
364,1026,100164,4,"Well-paced, enjoyed the character dynamics.",12/13/2024
365,1028,100165,3,Expected more depth from the storyline.,12/14/2024
366,1030,100166,5,"A book that stays with you, absolutely loved it!",12/14/2024
367,1032,100167,4,"Engaging plot, well-developed characters.",12/15/2024
368,1034,100168,3,"Interesting premise, execution was lacking.",12/15/2024
369,1036,100169,5,"Couldn't put it down, gripping narrative.",12/16/2024
370,1038,100170,4,"Enjoyed the twists, kept me hooked.",12/16/2024
371,1040,100171,3,"Average read, didn't leave a strong impression.",12/17/2024
372,1042,100172,5,"Absolutely brilliant, a new favorite!",12/17/2024
373,1044,100173,4,"Well-written, engaging storyline.",12/18/2024
374,1046,100174,3,"Interesting characters, slow pacing.",12/18/2024
375,1048,100175,5,"Couldn't put it down, loved every page!",12/19/2024
376,1050,100176,4,"Enjoyable read, recommended for mystery fans.",12/19/2024
377,1052,100177,3,"Average book, didn't meet expectations.",12/20/2024
378,1054,100178,5,"Absolutely captivating, a new favorite!",12/20/2024
379,1056,100179,4,"Compelling storyline, well-developed characters.",12/1/2024
380,1058,100180,3,"Interesting premise, execution fell short.",12/1/2024
381,1060,100181,5,"Kept me guessing, couldn't predict the ending!",12/2/2024
382,1062,100182,4,"Well-paced, enjoyed the twists and turns.",12/2/2024
383,1064,100183,3,Expected more depth from the characters.,12/3/2024
384,1066,100184,5,"Incredible book, emotional and thought-provoking.",12/3/2024
385,1068,100185,4,"Engaging plot, liked the historical references.",12/4/2024
386,1070,100186,3,"Interesting concept, but the execution was lacking.",12/4/2024
387,1072,100187,5,"Couldn't put it down, so suspenseful!",12/5/2024
388,1074,100188,4,"Well-crafted story, loved the character development.",12/5/2024
389,1076,100189,3,"Average read, didn't leave a lasting impression.",12/6/2024
390,1078,100190,5,"Absolutely loved it, highly recommend!",12/6/2024
391,1080,100191,4,"Great storyline, enjoyed the plot twists.",12/7/2024
392,1082,100192,3,"Liked the premise, but the pacing was off.",12/7/2024
393,1084,100193,5,Outstanding! A must-read for everyone.,12/8/2024
394,1086,100194,4,"Interesting characters, well-developed.",12/8/2024
395,1088,100195,3,Expected more depth from the storyline.,12/9/2024
396,1090,100196,5,"Couldn't stop reading, captivating from start to finish!",12/9/2024
397,1092,100197,4,"Engaging plot, kept me guessing.",12/10/2024
398,1094,100198,3,"Okay read, lacked strong character development.",12/10/2024
399,1096,100199,5,"Incredible book, emotional and captivating.",12/11/2024
400,1098,100200,4,"Well-paced, enjoyed the character dynamics.",12/11/2024
401,1125,100201,3,Expected more depth from the storyline.,12/12/2024
402,1002,100202,5,"A book that stays with you, absolutely loved it!",12/12/2024
403,1004,100203,4,"Engaging plot, well-developed characters.",12/13/2024
404,1006,100204,3,"Interesting premise, execution was lacking.",12/13/2024
405,1008,100205,5,"Couldn't put it down, gripping narrative.",12/14/2024
406,1010,100206,4,"Enjoyed the twists, kept me hooked.",12/14/2024
407,1012,100207,3,"Average read, didn't leave a strong impression.",12/15/2024
408,1014,100208,5,"Absolutely brilliant, a new favorite!",12/15/2024
409,1016,100209,4,"Well-written, engaging storyline.",12/16/2024
410,1018,100210,3,"Interesting characters, slow pacing.",12/16/2024
411,1020,100211,5,"Couldn't put it down, loved every page!",12/17/2024
412,1022,100212,4,"Enjoyable read, recommended for mystery fans.",12/17/2024
413,1024,100213,3,"Average book, didn't meet expectations.",12/18/2024
